# confusables.txt
# Ngày: 22/07/2025, 05:49:37 GMT
# © 2025 Unicode®, Inc.
# Unicode và Logo Unicode là các nhãn hiệu đã được đăng ký của Unicode, Inc. tại Hoa Kỳ và các quốc gia khác.
# Để biết các điều khoản sử dụng và giấy phép, vui lòng xem https://www.unicode.org/terms_of_use.html
#
# Cơ chế bảo mật Unicode cho UTS #39
# Phiên bản: 17.0.0
#
# Để biết tài liệu và hướng dẫn sử dụng, vui lòng xem https://www.unicode.org/reports/tr39
#
05AD ; 0596 ; MA # ( ֭ → ֖ ) GIỌNG HEBREW DEHI → GIẤC HEBREW TIPEHA #
1538 ; 152B 00B7 ; MA # ( ᔸ → ᔫ· ) ÂM TIẾT CANADA WEST-CREE YWOO → ÂM TIẾT CANADA YOO, DẤU CHẤM GIỮA # →ᔫᐧ→

153A ; 152D 00B7 ; MA # ( ᔺ → ᔭ· ) ÂM TIẾT CANADA WEST-CREE YWA → ÂM TIẾT CANADA YA, DẤU CHẤM GIỮA # →ᔭᐧ→

153C ; 152E 00B7 ; MA # ( ᔼ → ᔮ· ) ÂM TIẾT CANADA WEST-CREE YWAA → ÂM TIẾT CANADA YAA, DẤU CHẤM GIỮA # →ᔮᐧ→

1622 ; 1543 ; MA # ( ᘢ → ᕃ ) ÂM TIẾT CANADA CARRIER LU → ÂM TIẾT CANADA R-CREE RE ​​#

18E0 ; 1543 00B7 ; MA # ( ᣠ → ᕃ· ) ÂM TIẾT CANADA R-CREE RWE → ÂM TIẾT CANADA R-CREE RE, DẤU CHẤM GIỮA # →ᕃᐧ→

1623 ; 1546 ; MA # ( ᘣ → ᕆ ) BẢNG ÂM TIẾT CANADA LO → BẢNG ÂM TIẾT CANADA RI #

1624 ; 154A ; MA # ( ᘤ → ᕊ ) BẢNG ÂM TIẾT CANADA CARRIER LE → BẢNG ÂM TIẾT CANADA WEST-CREE LO #

154F ; 154C 00B7 ; MA # ( ᕏ → ᕌ· ) ÂM TIẾT CANADA WEST-CREE RWAA → ÂM TIẾT CANADA RAA, DẤU CHẤM GIỮA # →ᕌᐧ→

1583 ; 1550 0062 ; MA # ( ᖃ → ᕐb ) BẢNG CHỮ ÂM TIẾT CANADA QA → BẢNG CHỮ ÂM TIẾT CANADA R, CHỮ CÁI LATIN THƯỜNG B # →ᕐᑲ→

1584 ; 1550 0062 0307 ; MA # ( ᖄ → ᕐḃ ) BẢNG CHỮ ÂM TIẾT CANADA QAA → BẢNG CHỮ ÂM TIẾT CANADA R, CHỮ CÁI LATIN THƯỜNG B, DẤU CHẤM KẾT HỢP PHÍA TRÊN # →ᕐᑳ→

1581 ; 1550 0064 ; MA # ( ᖁ → ᕐd ) BẢNG CHỮ ÂM TIẾT CANADA QO → BẢNG CHỮ ÂM TIẾT CANADA R, CHỮ CÁI LATIN THƯỜNG D # →ᕐᑯ→

157F ; 1550 0050 ; MA # ( ᕿ → ᕐP ) BẢNG CHỮ ÂM TIẾT CANADA QI → BẢNG CHỮ ÂM TIẾT CANADA R, CHỮ CÁI LATIN VIẾT HOA P # →ᕐᑭ→

166F ; 1550 146B ; MA # ( ᙯ → ᕐᑫ ) BẢNG ÂM TIẾT CANADA QAI → BẢNG ÂM TIẾT CANADA R, BẢNG ÂM TIẾT CANADA KE #

157E ; 1550 146C ; MA # ( ᕾ → ᕐᑬ ) BẢNG CHỮ ÂM TIẾT CANADA QAAI → BẢNG CHỮ ÂM TIẾT CANADA R, BẢNG CHỮ ÂM TIẾT CANADA KAAI #

1580 ; 1550 146E ; MA # ( ᖀ → ᕐᑮ ) BẢNG ÂM TIẾT CANADA QII → BẢNG ÂM TIẾT CANADA R, BẢNG ÂM TIẾT CANADA KII #

1582 ; 1550 1470 ; MA # ( ᖂ → ᕐᑰ ) BẢNG CHỮ ÂM TIẾT CANADA QOO → BẢNG CHỮ ÂM TIẾT CANADA R, BẢNG CHỮ ÂM TIẾT CANADA KOO #

1585 ; 1550 1483 ; MA # ( ᖅ → ᕐᒃ ) BẢNG CHỮ ÂM TIẾT CANADA Q → BẢNG CHỮ ÂM TIẾT CANADA R, BẢNG CHỮ ÂM TIẾT CANADA K #

155C ; 155A 00B7 ; MA # ( ᕜ → ᕚ· ) ÂM TIẾT CANADA WEST-CREE FWAA → ÂM TIẾT CANADA FAA, DẤU CHẤM GIỮA # →ᕚᐧ→

18E3 ; 155E 00B7 ; MA # ( ᣣ → ᕞ· ) ÂM TIẾT CANADA THWE → ÂM TIẾT CANADA THE, DẤU CHẤM GIỮA # →ᕞᐧ→

18E4 ; 1566 00B7 ; MA # ( ᣤ → ᕦ· ) ÂM TIẾT CANADA THWA → ÂM TIẾT CANADA THA, DẤU CHẤM GIỮA # →ᕦᐧ→

1569 ; 1567 00B7 ; MA # ( ᕩ → ᕧ· ) ÂM TIẾT CANADA WEST-CREE THWAA → ÂM TIẾT CANADA THAA, DẤU CHẤM GIỮA # →ᕧᐧ→

18E5 ; 156B 00B7 ; MA # ( ᣥ → ᕫ· ) ÂM TIẾT CANADA TTHWE → ÂM TIẾT CANADA TTHE, DẤU CHẤM GIỮA # →ᕫᐧ→

18E8 ; 1586 00B7 ; MA # ( ᣨ → ᖆ· ) ÂM TIẾT CANADA TLHWE → ÂM TIẾT CANADA TLHE, DẤU CHẤM GIỮA # →ᖆᐧ→

1591 ; 1595 004A ; MA # ( ᖑ → ᖕJ ) BẢNG CHỮ ÂM TIẾT CANADA NGO → BẢNG CHỮ ÂM TIẾT CANADA NG, CHỮ CÁI LATIN VIẾT HOA J # →ᖕᒍ→

1670 ; 1595 1489 ; MA # ( ᙰ → ᖕᒉ ) BẢNG CHỮ ÂM TIẾT CANADA NGAI → BẢNG CHỮ ÂM TIẾT CANADA NG, BẢNG CHỮ ÂM TIẾT CANADA CE #

158E ; 1595 148A ; MA # ( ᖎ → ᖕᒊ ) ÂM TIẾT CANADA NGAAI → ÂM TIẾT CANADA NG, ÂM TIẾT CANADA CAAI #

158F ; 1595 148B ; MA # ( ᖏ → ᖕᒋ ) BẢNG ÂM TIẾT CANADA NGI → BẢNG ÂM TIẾT CANADA NG, BẢNG ÂM TIẾT CANADA CI #

1590 ; 1595 148C ; MA # ( ᖐ → ᖕᒌ ) BẢNG ÂM TIẾT CANADA NGII → BẢNG ÂM TIẾT CANADA NG, BẢNG ÂM TIẾT CANADA CII #

1592 ; 1595 148E ; MA # ( ᖒ → ᖕᒎ ) BẢNG CHỮ ÂM TIẾT CANADA NGOO → BẢNG CHỮ ÂM TIẾT CANADA NG, BẢNG CHỮ ÂM TIẾT CANADA COO #

1593 ; 1595 1490 ; MA # ( ᖓ → ᖕᒐ ) ÂM TÚC CANADA NGA → ÂM TIẾT CANADIAN NG, ÂM TIẾT CANADIAN CA #

1594 ; 1595 1491 ; MA # ( ᖔ → ᖕᒑ ) ÂM TIẾNG CANADA NGAA → ÂM TIẾT CANADIAN NG, ÂM TIẾT CANADIAN CAA #

1673 ; 1596 004A ; MA # ( ᙳ → ᖖJ ) BẢNG ÂM TIẾT CANADA NNGO → BẢNG ÂM TIẾT CANADA NNG, CHỮ CÁI LATIN VIẾT HOA J # →ᖖᒍ→

1671 ; 1596 148B ; MA # ( ᙱ → ᖖᒋ ) BẢNG ÂM TIẾT CANADA NNGI → BẢNG ÂM TIẾT CANADA NNG, BẢNG ÂM TIẾT CANADA CI #

1672 ; 1596 148C ; MA # ( ᙲ → ᖖᒌ ) BẢNG ÂM TIẾT CANADA NNGII → BẢNG ÂM TIẾT CANADA NNG, BẢNG ÂM TIẾT CANADA CII #

1674 ; 1596 148E ; MA # ( ᙴ → ᖖᒎ ) BẢNG CHỮ ÂM TIẾT CANADA NNGOO → BẢNG CHỮ ÂM TIẾT CANADA NNG, BẢNG CHỮ ÂM TIẾT CANADA COO #

1675 ; 1596 1490 ; MA # ( ᙵ → ᖖᒐ ) BẢNG ÂM TIẾT CANADA NNGA → BẢNG ÂM TIẾT CANADA NNG, BẢNG ÂM TIẾT CANADA CA #

1676 ; 1596 1491 ; MA # ( ᙶ → ᖖᒑ ) ÂM TIẾT CANADA NNGAA → ÂM TIẾT CANADA NNG, ÂM TIẾT CANADA CAA #

18EA ; 1597 00B7 ; MA # ( ᣪ → ᖗ· ) ÂM TIẾT CANADA SAYISI SHWE → ÂM TIẾT CANADA SAYISI SHE, DẤU CHẤM GIỮA # →ᖗᐧ→

1677 ; 15A7 00B7 ; MA # ( ᙷ → ᖧ· ) ÂM TIẾT CANADA WOODS-CREE THWEE → ÂM TIẾT CANADA TH-CREE THE, DẤU CHẤM GIỮA # →ᖧᐧ→

1678 ; 15A8 00B7 ; MA # ( ᙸ → ᖨ· ) ÂM TIẾT CANADA WOODS-CREE THWI → ÂM TIẾT CANADA TH-CREE THI, DẤU CHẤM GIỮA # →ᖨᐧ→

1679 ; 15A9 00B7 ; MA # ( ᙹ → ᖩ· ) ÂM TIẾT CANADA WOODS-CREE THWII → ÂM TIẾT CANADA TH-CREE THII, DẤU CHẤM GIỮA # →ᖩᐧ→

167A ; 15AA 00B7 ; MA # ( ᙺ → ᖪ· ) ÂM TIẾT CANADA WOODS-CREE THWO → ÂM TIẾT CANADA TH-CREE THO, DẤU CHẤM GIỮA # →ᖪᐧ→

167B ; 15AB 00B7 ; MA # ( ᙻ → ᖫ· ) ÂM TIẾT CANADA WOODS-CREE THWOO → ÂM TIẾT CANADA TH-CREE THOO, DẤU CHẤM GIỮA # →ᖫᐧ→

167C ; 15AC 00B7 ; MA # ( ᙼ → ᖬ· ) ÂM TIẾT CANADA WOODS-CREE THWA → ÂM TIẾT CANADA TH-CREE THA, DẤU CHẤM GIỮA # →ᖬᐧ→

167D ; 15AD 00B7 ; MA # ( ᙽ → ᖭ· ) ÂM TIẾT CANADA WOODS-CREE THWAA → ÂM TIẾT CANADA TH-CREE THAA, DẤU CHẤM GIỮA # →ᖭᐧ→

2AAB ; 15D2 ; MA #* ( ⪫ → ᗒ ) LỚN HƠN → ÂM TIẾT CANADA NGƯỜI MANG CHÚNG TÔI #

2AAA ; 15D5 ; MA #* ( ⪪ → ᗕ ) NHỎ HƠN → ÂM TIẾT CANADA NGƯỜI MANG WA #

A4F7 ; 15E1 ; MA # ( ꓷ → ᗡ ) LISU LETTER OE → CANADIAN SYLLABICS CARRIER THA #

18F0 ; 15F4 00B7 ; MA # ( ᣰ → ᗴ· ) KÝ TỰ ÂM TIẾT CANADA GWA → KÝ TỰ ÂM TIẾT CANADA GA, DẤU CHẤM GIỮA # →ᗴᐧ→

18F2 ; 161B 00B7 ; MA # ( ᣲ → ᘛ· ) ÂM TIẾT CANADA JWA → ÂM TIẾT CANADA JA, DẤU CHẤM GIỮA # →ᘛᐧ→

1DBB ; 1646 ; MA # ( ᶻ → ᙆ ) CHỮ CÁI BỔ SUNG Z NHỎ → ÂM TIẾT CANADA Z #

A4ED ; 1660 ; MA # ( ꓭ → ᙠ ) LISU THƯ GHA → ÂM TIẾT CANADIAN CARRIER TSA #

1DBA ; 18D4 ; MA # ( ᶺ → ᣔ ) CHỮ CÁI BỔ SUNG CHỮ V XOAY NHỎ → ÂM TIẾT CANADA OJIBWAY P #

1D3E ; 18D6 ; MA # ( ᴾ → ᣖ ) CHỮ CÁI BỔ SUNG VIẾT HOA P → CHỮ CÁI ÂM TIẾT CANADA OJIBWAY K #

18DC ; 18DF 141E ; MA # ( ᣜ → ᣟᐞ ) ÂM TIẾT CANADA PHÍA ĐÔNG W → ÂM TIẾT CANADA DẤU CHẤM NÂNG CUỐI, ÂM TIẾT CANADA DẤU TẮT THANH QUẢN #

02E1 ; 18F3 ; MA # ( ˡ → ᣳ ) CHỮ CÁI BỔ SUNG L NHỎ → ÂM TIẾT CANADA BEAVER DENE L #

02B3 ; 18F4 ; MA # ( ʳ → ᣴ ) CHỮ CÁI BỔ SUNG R NHỎ → ÂM TIẾT CANADA BEAVER DENE R #

02E2 ; 18F5 ; MA # ( ˢ → ᣵ ) CHỮ CÁI BỔ SUNG S NHỎ → ÂM TIẾT CANADA CHỮ CÁI RĂNG #
18DB ; 18F5 ; MA # ( ᣛ → ᣵ ) ÂM TIẾT CANADA OJIBWAY SH → ÂM TIẾT CANADA CARRIER DENTAL S # →ˢ→
A7F1 ; 18F5 ; MA # ( ꟱ → ᣵ ) CHỮ CÁI BỔ SUNG VIẾT HOA S → ÂM TIẾT CANADA CHỮ CÁI RĂNG # →ˢ→

A6B0 ; 16B9 ; MA # ( ꚰ → ᚹ ) CHỮ BAMUM TAA → CHỮ RUNIC WUNJO WYNN W #

16E1 ; 16BC ; MA # ( ᛡ → ᚼ ) CHỮ RUNIC IOR → CHỮ RUNIC LONG-BRANCH-HAGALL H #

237F ; 16BD ; MA #* ( ⍿ → ᚽ ) ĐƯỜNG THẲNG ĐỨNG CÓ CHẤM Ở GIỮA → CHỮ RUNIC SHORT-TWIG-HAGALL H # →ᛂ→
16C2 ; 16BD ; MA # ( ᛂ → ᚽ ) CHỮ RUNIC E → CHỮ RUNIC SHORT-TWIG-HAGALL H #

1D23F ; 16CB ; MA #* ( 𝈿 → ᛋ ) KÝ HIỆU NHẠC CỤ HY LẠP-52 → CHỮ CÁI RUNIC SIGEL NHÁNH DÀI-SOL S #

2191 ; 16CF ; MA #* ( ↑ → ᛏ ) MŨI TÊN HƯỚNG LÊN → CHỮ RUNIC TIWAZ TIR TYR T #

21BF ; 16D0 ; MA #* ( ↿ → ᛐ ) MŨI GIÁO HƯỚNG LÊN VỚI MŨI NHỌN HƯỚNG SANG TRÁI → CHỮ RUNIC SHORT-TWIG-TYR T #

296E ; 16D0 21C2 ; MA #* ( ⥮ → ᛐ⇂ ) MŨI GIÁO HƯỚNG LÊN CÓ MŨI NHÁM BÊN TRÁI MŨI GIÁO HƯỚNG XUỐNG CÓ MŨI NHÁM BÊN PHẢI → CHỮ RUNIC NGẮN-CÀNH-TYR T, MŨI GIÁO HƯỚNG XUỐNG CÓ MŨI NHÁM BÊN PHẢI # →↿⇂→

2963 ; 16D0 16DA ; MA #* ( ⥣ → ᛐᛚ ) Ngọn giáo hướng lên có ngạnh bên trái Ngọn giáo hướng lên có ngạnh bên phải → Chữ rune SHORT-TWIG-TYR T, Chữ rune LAUKAZ LAGU LOGR L # →↿↾→

2D63 ; 16EF ; MA # ( ⵣ → ᛯ ) THƯ TIFINAGH YAZ → BIỂU TƯỢNG RUNIC TVIMADUR #

21BE ; 16DA ; MA #* ( ↾ → ᛚ ) MŨI GIÁO HƯỚNG LÊN CÓ MŨI NHỌN HƯỚNG SANG PHẢI → CHỮ RUNIC LAUKAZ LAGU LOGR L #
2A21 ; 16DA ; MA #* ( ⨡ → ᛚ ) KÝ HIỆU Z SƠ ĐỒ CHIẾU → CHỮ CÁI RUNIC LAUKAZ LAGU LOGR L # →↾→

22C4 ; 16DC ; MA #* ( ⋄ → ᛜ ) KẺ TOÁN HÌNH KIM CƯƠNG → CHỮ RUNIC INGWAZ # →◇→
25C7 ; 16DC ; MA #* ( ◇ → ᛜ ) KIM CƯƠNG TRẮNG → CHỮ RUNIC INGWAZ #
25CA ; 16DC ; MA #* ( ◊ → ᛜ ) HÌNH NÉN → CHỮ RUNIC INGWAZ # →⋄→→◇→
2662 ; 16DC ; MA #* ( ♢ → ᛜ ) BỘ KIM CƯƠNG TRẮNG → CHỮ RUNIC INGWAZ # →◊→→⋄→→◇→
1F754 ; 16DC ; MA #* ( 🝔 → ᛜ ) KÝ HIỆU GIẢ KIM CHO XÀ PHÒNG → CHỮ RUNIC INGWAZ # →◇→
118B7 ; 16DC ; MA # ( 𑢷 → ᛜ ) WARANG CITI CHỮ IN HOA BU → CHỮ RUNIC INGWAZ # →◇→
10294 ; 16DC ; MA # ( 𐊔 → ᛜ ) CHỮ CÁI LYCIAN KK → CHỮ CÁI RUNIC INGWAZ # →◇→

235A ; 16DC 0332 ; MA #* ( ⍚ → ᛜ̲ ) APL KÝ HIỆU CHỨC NĂNG HÌNH KIM CƯƠNG DƯỚI → CHỮ RUNIC INGWAZ, KẾT HỢP DÒNG THẤP # →◇̲→

22C8 ; 16DE ; MA #* ( ⋈ → ᛞ ) NƠ → CHỮ RUNIC DAGAZ DAEG D #
2A1D ; 16DE ; MA #* ( ⨝ → ᛞ ) THAM GIA → THƯ RUNIC DAGAZ DAEG D # →⋈→

104D0 ; 16E6 ; MA # ( 𐓐 → ᛦ ) OSAGE CHỮ CÁI VIẾT HOA KHA → CHỮ CÁI RUNIC LONG-BRANCH-YR #

2195 ; 16E8 ; MA #* ( ↕ → ᛨ ) MŨI TÊN LÊN XUỐNG → CHỮ RUNIC ICELANDIC-YR #

10CFC ; 10C82 ; MA #* ( ‎𐳼‎ → ‎𐲂‎ ) SỐ MƯỜI HUNGARY CỔ → CHỮ CÁI IN HOA HUNGARY CỔ EB #

10CFA ; 10CA5 ; MA #* ( ‎𐳺‎ → ‎𐲥‎ ) SỐ MỘT TRONG TIẾNG HUNGARY CỔ → CHỮ CÁI VIẾT HOA TRONG TIẾNG HUNGARY CỔ ESZ #

3131 ; 1100 ; MA # ( ㄱ → ᄀ ) THƯ HANGUL KIYEOK → HANGUL CHOSEONG KIYEOK #
11A8 ; 1100 ; MA # ( ᆨ → ᄀ ) HANGUL JONGSEONG KIYEOK → HANGUL CHOSEONG KIYEOK #

1101 ; 1100 1100 ; MA # ( ᄁ → ᄀᄀ ) HANGUL CHOSEONG SSANGKIYEOK → HANGUL CHOSEONG KIYEOK, HANGUL CHOSEONG KIYEOK #
3132 ; 1100 1100 ; MA # ( ㄲ → ᄀᄀ ) THƯ HANGUL SSANGKIYEOK → HANGUL CHOSEONG KIYEOK, HANGUL CHOSEONG KIYEOK # →ᄁ→
11A9 ; 1100 1100 ; MA # ( ᆩ → ᄀᄀ ) HANGUL JONGSEONG SSANGKIYEOK → HANGUL CHOSEONG KIYEOK, HANGUL CHOSEONG KIYEOK # →ᄁ→

11FA ; 1100 1102 ; MA # ( ᇺ → ᄀᄂ ) HANGUL JONGSEONG KIYEOK-NIEUN → HANGUL CHOSEONG KIYEOK, HANGUL CHOSEONG NIEUN # →ᆨᆫ→

115A ; 1100 1103 ; MA # ( ᅚ → ᄀᄃ ) HANGUL CHOSEONG KIYEOK-TIKEUT → HANGUL CHOSEONG KIYEOK, HANGUL CHOSEONG TIKEUT #

11C3 ; 1100 1105 ; MA # ( ᇃ → ᄀᄅ ) HANGUL JONGSEONG KIYEOK-RIEUL → HANGUL CHOSEONG KIYEOK, HANGUL CHOSEONG RIEUL # →ᆨᆯ→

11FB ; 1100 1107 ; MA # ( ᇻ → ᄀᄇ ) HANGUL JONGSEONG KIYEOK-PIEUP → HANGUL CHOSEONG KIYEOK, HANGUL CHOSEONG PIEUP # →ᆨᆸ→

11AA; 1100 1109 ; MA # ( ᆪ → ᄀᄉ ) HANGUL JONGSEONG KIYEOK-SIOS → HANGUL CHOSEONG KIYEOK, HANGUL CHOSEONG SIOS # →ᆨᆺ→
3133 ; 1100 1109 ; MA # ( ㄳ → ᄀᄉ ) THƯ HANGUL KIYEOK-SIOS → HANGUL CHOSEONG KIYEOK, HANGUL CHOSEONG SIOS # →ᆪ→→ᆨᆺ→

11C4 ; 1100 1109 1100 ; MA # ( ᇄ → ᄀᄉᄀ ) HANGUL JONGSEONG KIYEOK-SIOS-KIYEOK → HANGUL CHOSEONG KIYEOK, HANGUL CHOSEONG SIOS, HANGUL CHOSEONG KIYEOK # →ᆨᆺᆨ→

11FC ; 1100 110E ; MA # ( ᇼ → ᄀᄎ ) HANGUL JONGSEONG KIYEOK-CHIEUCH → HANGUL CHOSEONG KIYEOK, HANGUL CHOSEONG CHIEUCH # →ᆨᆾ→

11FD ; 1100 110F; MA # ( ᇽ → ᄀᄏ ) HANGUL JONGSEONG KIYEOK-KHIEUKH → HANGUL CHOSEONG KIYEOK, HANGUL CHOSEONG KHIEUKH # →ᆨᆿ→

11FE ; 1100 1112 ; MA # ( ᇾ → ᄀᄒ ) HANGUL JONGSEONG KIYEOK-HIEUH → HANGUL CHOSEONG KIYEOK, HANGUL CHOSEONG HIEUH # →ᆨᇂ→

3134 ; 1102 ; MA # ( ㄴ → ᄂ ) HANGUL THƯ NIEUN → HANGUL CHOSEONG NIEUN #
11AB ; 1102 ; MA # ( ᆫ → ᄂ ) HANGUL JONGSEONG NIEUN → HANGUL CHOSEONG NIEUN #

1113 ; 1102 1100 ; MA # ( ᄓ → ᄂᄀ ) HANGUL CHOSEONG NIEUN-KIYEOK → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG KIYEOK #
11C5 ; 1102 1100 ; MA # ( ᇅ → ᄂᄀ ) HANGUL JONGSEONG NIEUN-KIYEOK → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG KIYEOK # →ᄓ→

1114 ; 1102 1102 ; MA # ( ᄔ → ᄂᄂ ) HANGUL CHOSEONG SSANGNIEUN → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG NIEUN #
3165 ; 1102 1102 ; MA # ( ㅥ → ᄂᄂ ) THƯ HANGUL SSANGNIEUN → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG NIEUN # →ᄔ→
11FF ; 1102 1102 ; MA # ( ᇿ → ᄂᄂ ) HANGUL JONGSEONG SSANGNIEUN → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG NIEUN # →ᆫᆫ→

1115 ; 1102 1103 ; MA # ( ᄕ → ᄂᄃ ) HANGUL CHOSEONG NIEUN-TIKEUT → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG TIKEUT #
3166 ; 1102 1103 ; MA # ( ㅦ → ᄂᄃ ) HANGUL THƯ NIEUN-TIKEUT → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG TIKEUT # →ᄕ→
11C6 ; 1102 1103 ; MA # ( ᇆ → ᄂᄃ ) HANGUL JONGSEONG NIEUN-TIKEUT → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG TIKEUT # →ᄕ→

D7CB ; 1102 1105 ; MA # ( ퟋ → ᄂᄅ ) HANGUL JONGSEONG NIEUN-RIEUL → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG RIEUL # →ᆫᆯ→

1116 ; 1102 1107 ; MA # ( ᄖ → ᄂᄇ ) HANGUL CHOSEONG NIEUN-PIEUP → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG PIEUP #

115B; 1102 1109 ; MA # ( ᅛ → ᄂᄉ ) HANGUL CHOSEONG NIEUN-SIOS → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG SIOS #
11C7 ; 1102 1109 ; MA # ( ᇇ → ᄂᄉ ) HANGUL JONGSEONG NIEUN-SIOS → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG SIOS # →ᆫᆺ→
3167 ; 1102 1109 ; MA # ( ㅧ → ᄂᄉ ) HANGUL THƯ NIEUN-SIOS → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG SIOS # →ᇇ→→ᆫᆺ→

115C; 1102 110C; MA # ( ᅜ → ᄂᄌ ) HANGUL CHOSEONG NIEUN-CIEUC → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG CIEUC #
11AC; 1102 110C; MA # ( ᆬ → ᄂᄌ ) HANGUL JONGSEONG NIEUN-CIEUC → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG CIEUC # →ᆫᆽ→
3135 ; 1102 110C; MA # ( ㄵ → ᄂᄌ ) HANGUL THƯ NIEUN-CIEUC → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG CIEUC # →ᆬ→→ᆫᆽ→

D7CC ; 1102 110E ; MA # ( ퟌ → ᄂᄎ ) HANGUL JONGSEONG NIEUN-CHIEUCH → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG CHIEUCH # →ᆫᆾ→

11C9 ; 1102 1110 ; MA # ( ᇉ → ᄂᄐ ) HANGUL JONGSEONG NIEUN-THIEUTH → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG THIEUTH # →ᆫᇀ→

115D ; 1102 1112 ; MA # ( ᅝ → ᄂᄒ ) HANGUL CHOSEONG NIEUN-HIEUH → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG HIEUH #
11AD ; 1102 1112 ; MA # ( ᆭ → ᄂᄒ ) HANGUL JONGSEONG NIEUN-HIEUH → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG HIEUH # →ᆫᇂ→
3136 ; 1102 1112 ; MA # ( ㄶ → ᄂᄒ ) HANGUL THƯ NIEUN-HIEUH → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG HIEUH # →ᆭ→→ᆫᇂ→

11C8 ; 1102 1140 ; MA # ( ᇈ → ᄂᅀ ) HANGUL JONGSEONG NIEUN-PANSIOS → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG PANSIOS # →ᆫᇫ→
3168 ; 1102 1140 ; MA # ( ㅨ → ᄂᅀ ) HANGUL THƯ NIEUN-PANSIOS → HANGUL CHOSEONG NIEUN, HANGUL CHOSEONG PANSIOS # →ᇈ→→ᆫᇫ→

723F ; 1102 116E 4E28 ; MA # ( 爿 → 누丨 ) CJK UNIFIED IDEOGRAPH-723F → HANGUL CHOSEONG NIEUN, HANGUL JUNGSEONG U, CJK UNIFIED IDEOGRAPH-4E28 # →뉘→→누ᅵ→
2F59 ; 1102 116E 4E28 ; MA #* ( ⽙ → 누丨 ) KANGXI CỬA NỬA CÂY CẤP ĐỘ → HANGUL CHOSEONG NIEUN, HANGUL JUNGSEONG U, CJK UNIFIED IDEOGRAPH-4E28 # →爿→→뉘→→누ᅵ→

3137 ; 1103 ; MA # ( ㄷ → ᄃ ) THƯ HANGUL TIKEUT → HANGUL CHOSEONG TIKEUT #
11AE; 1103 ; MA # ( ᆮ → ᄃ ) HANGUL JONGSEONG TIKEUT → HANGUL CHOSEONG TIKEUT #

1117 ; 1103 1100 ; MA # ( ᄗ → ᄃᄀ ) HANGUL CHOSEONG TIKEUT-KIYEOK → HANGUL CHOSEONG TIKEUT, HANGUL CHOSEONG KIYEOK #
11CA; 1103 1100 ; MA # ( ᇊ → ᄃᄀ ) HANGUL JONGSEONG TIKEUT-KIYEOK → HANGUL CHOSEONG TIKEUT, HANGUL CHOSEONG KIYEOK # →ᄗ→

1104 ; 1103 1103 ; MA # ( ᄄ → ᄃᄃ ) HANGUL CHOSEONG SSANGTIKEUT → HANGUL CHOSEONG TIKEUT, HANGUL CHOSEONG TIKEUT #
3138 ; 1103 1103 ; MA # ( ㄸ → ᄃᄃ ) THƯ HANGUL SSANGTIKEUT → HANGUL CHOSEONG TIKEUT, HANGUL CHOSEONG TIKEUT # →ᄄ→
D7CD ; 1103 1103 ; MA # ( ퟍ → ᄃᄃ ) HANGUL JONGSEONG SSANGTIKEUT → HANGUL CHOSEONG TIKEUT, HANGUL CHOSEONG TIKEUT # →ᆮᆮ→

D7CE ; 1103 1103 1107 ; MA # ( ퟎ → ᄃᄃᄇ ) HANGUL JONGSEONG SSANGTIKEUT-PIEUP → HANGUL CHOSEONG TIKEUT, HANGUL CHOSEONG TIKEUT, HANGUL CHOSEONG PIEUP # →ᆮᆮᆸ→

115E ; 1103 1105 ; MA # ( ᅞ → ᄃᄅ ) HANGUL CHOSEONG TIKEUT-RIEUL → HANGUL CHOSEONG TIKEUT, HANGUL CHOSEONG RIEUL #
11CB ; 1103 1105 ; MA # ( ᇋ → ᄃᄅ ) HANGUL JONGSEONG TIKEUT-RIEUL → HANGUL CHOSEONG TIKEUT, HANGUL CHOSEONG RIEUL # →ᆮᆯ→

